group,TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
C,3,Training,70,Kate scratched the gorilla with the chopsticks,scratched,gorilla,chopsticks,Sentence,1,Inst,10,kategorillachopsticks_nopauses.mp3,kategorillachopsticksinstleft.png,kategorillachopsticksmodright.png,kategorillachopsticksmodright.png,kategorillachopsticksinstleft.png,2,mod,inst,R,L,329,3017,0.04120021,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillachopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillachopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillachopsticks_nopauses.mp3?raw=true
C,4,Training,70,Which toy did Kate scratch?,scratched,NA,NA,Question_Incongruent,1,Inst,,whichtoykatescratch.mp3,gorillachopsticks.png,gorillastick.png,gorillachopsticks.png,gorillastick.png,1,congruent,incongruent,NA,NA,1,1985,0.04120021,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/gorillachopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/gorillastick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatescratch.mp3?raw=true
C,5,Training,60,Kate tapped the hawk with the crystal,tapped,hawk,crystal,Sentence,1,Inst,12,katehawkcrystal_nopauses.mp3,katehawkcrystalinstright.png,katehawkcrystalmodleft.png,katehawkcrystalinstright.png,katehawkcrystalmodleft.png,1,inst,mod,L,R,372,2475,0.043013881,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkcrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkcrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkcrystal_nopauses.mp3?raw=true
C,6,Training,60,Which toy did Kate tap?,tapped,NA,NA,Question_Incongruent,1,Inst,,whichtoykatetap.mp3,hawkcrystal.png,hawkjewel.png,hawkjewel.png,hawkcrystal.png,2,incongruent,congruent,NA,NA,1,1858,0.043013881,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/hawkjewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/hawkcrystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatetap.mp3?raw=true
C,7,Training,41,Tom hammered the frog with the tape,hammered,frog,tape,Sentence,1,Inst,5,tomfrogtape_nopauses.mp3,tomfrogtapeinstright.png,tomfrogtapemodleft.png,tomfrogtapeinstright.png,tomfrogtapemodleft.png,1,inst,mod,L,R,609,2635,0.044935106,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfrogtapeinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfrogtapemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogtape_nopauses.mp3?raw=true
C,8,Training,41,What did Tom use?,hammered,NA,NA,Question_Congruent,1,Inst,,whatdidtomuse.mp3,tape.png,stickynote.png,tape.png,stickynote.png,1,congruent,incongruent,NA,NA,1,1544,0.044935106,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whatdidtomuse.mp3?raw=true
C,9,Training,18,Kate hit the turtle with the leaf,hit,turtle,leaf,Sentence,1,Inst,6,kateturtleleaf_nopauses.mp3,kateturtleleafinstleft.png,kateturtleleafmodright.png,kateturtleleafmodright.png,kateturtleleafinstleft.png,2,mod,inst,R,L,370,2270,0.060579969,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kateturtleleafmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kateturtleleafinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kateturtleleaf_nopauses.mp3?raw=true
C,10,Training,18,Which toy did Kate hit? ,hit,NA,NA,Question_Incongruent,1,Inst,,whichtoykatehit.mp3,turtleleaf.png,turtlepillow.png,turtleleaf.png,turtlepillow.png,1,congruent,incongruent,NA,NA,1,1741,0.060579969,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/turtleleaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/turtlepillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatehit.mp3?raw=true
C,11,Training,11,Tom covered the buffalo with the feather,covered,buffalo,feather,Sentence,1,Inst,11,tombuffalofeather_nopauses.mp3,tombuffalofeatherinstleft.png,tombuffalofeathermodright.png,tombuffalofeathermodright.png,tombuffalofeatherinstleft.png,2,mod,inst,R,L,614,2923,0.074039197,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tombuffalofeathermodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tombuffalofeatherinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tombuffalofeather_nopauses.mp3?raw=true
C,12,Training,11,Which toy did Tom cover? ,covered,NA,NA,Question_Incongruent,1,Inst,,whichtoytomcover.mp3,buffalofeather.png,buffalograss.png,buffalograss.png,buffalofeather.png,2,incongruent,congruent,NA,NA,1,2241,0.074039197,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/buffalograss.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/buffalofeather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoytomcover.mp3?raw=true
C,13,Training,30,Kate knocked on the turtle with the watering can,knocked on,turtle,watering can,Sentence,1,Inst,6,kateturtlewateringcan_nopauses.mp3,kateturtlewateringcaninstright.png,kateturtlewateringcanmodleft.png,kateturtlewateringcaninstright.png,kateturtlewateringcanmodleft.png,1,inst,mod,L,R,352,3300,0.132122874,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kateturtlewateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kateturtlewateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kateturtlewateringcan_nopauses.mp3?raw=true
C,14,Training,30,Which toy did Kate knock on?,knocked on,NA,NA,Question_Incongruent,1,Inst,,whichtoykateknockon.mp3,turtlewateringcan.png,turtlepan.png,turtlewateringcan.png,turtlepan.png,1,congruent,incongruent,NA,NA,1,2055,0.132122874,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/turtlewateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/turtlepan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykateknockon.mp3?raw=true
C,15,Training,26,Kate knocked on the cow with the watering can,knocked on,cow,watering can,Sentence,1,Inst,2,katecowwateringcan_nopauses.mp3,katecowwateringcaninstright.png,katecowwateringcanmodleft.png,katecowwateringcaninstright.png,katecowwateringcanmodleft.png,1,inst,mod,L,R,386,3263,0.139628131,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katecowwateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katecowwateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katecowwateringcan_nopauses.mp3?raw=true
C,16,Training,26,Which toy did Kate knock on?,knocked on,NA,NA,Question_Incongruent,1,Inst,,whichtoykateknockon.mp3,cowwateringcan.png,cowpan.png,cowwateringcan.png,cowpan.png,1,congruent,incongruent,NA,NA,1,2055,0.139628131,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/cowwateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/cowpan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykateknockon.mp3?raw=true
C,17,Training,39,Tom hammered the fox with the tape,hammered,fox,tape,Sentence,1,Inst,3,tomfoxtape_nopauses.mp3,tomfoxtapeinstright.png,tomfoxtapemodleft.png,tomfoxtapeinstright.png,tomfoxtapemodleft.png,1,inst,mod,L,R,582,2606,0.152469114,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfoxtapeinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfoxtapemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfoxtape_nopauses.mp3?raw=true
C,18,Training,39,Which toy did Tom hammer?,hammered,NA,NA,Question_Incongruent,1,Inst,,whichtoytomhammer.mp3,foxtape.png,foxstickynote.png,foxstickynote.png,foxtape.png,2,incongruent,congruent,NA,NA,1,1974,0.152469114,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/foxstickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/foxtape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoytomhammer.mp3?raw=true
C,19,Training,52,Kate tapped the lion with the jewel,tapped,lion,jewel,Sentence,1,Inst,4,katelionjewel_nopauses.mp3,katelionjewelinstright.png,katelionjewelmodleft.png,katelionjewelinstright.png,katelionjewelmodleft.png,1,inst,mod,L,R,353,2523,0.153167012,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katelionjewelinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katelionjewelmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katelionjewel_nopauses.mp3?raw=true
C,20,Training,52,Which toy did Kate tap?,tapped,NA,NA,Question_Incongruent,1,Inst,,whichtoykatetap.mp3,lionjewel.png,lioncrystal.png,lioncrystal.png,lionjewel.png,2,incongruent,congruent,NA,NA,1,1858,0.153167012,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/lioncrystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/lionjewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatetap.mp3?raw=true
C,21,Training,56,Kate tapped the girl with the crystal,tapped,girl,crystal,Sentence,1,Inst,8,kategirlcrystal_nopauses.mp3,kategirlcrystalinstright.png,kategirlcrystalmodleft.png,kategirlcrystalinstright.png,kategirlcrystalmodleft.png,1,inst,mod,L,R,379,2599,0.157315829,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategirlcrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategirlcrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategirlcrystal_nopauses.mp3?raw=true
C,22,Training,56,What did Kate use?,tapped,NA,NA,Question_Congruent,1,Inst,,whatdidkateuse.mp3,crystal.png,jewel.png,jewel.png,crystal.png,2,incongruent,congruent,NA,NA,1,1405,0.157315829,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whatdidkateuse.mp3?raw=true
C,23,Training,50,Kate tapped the cow with the jewel,tapped,cow,jewel,Sentence,1,Inst,2,katecowjewel_nopauses.mp3,katecowjewelinstright.png,katecowjewelmodleft.png,katecowjewelinstright.png,katecowjewelmodleft.png,1,inst,mod,L,R,366,2532,0.158553017,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katecowjewelinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katecowjewelmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katecowjewel_nopauses.mp3?raw=true
C,24,Training,50,Which toy did Kate tap?,tapped,NA,NA,Question_Incongruent,1,Inst,,whichtoykatetap.mp3,cowjewel.png,cowcrystal.png,cowjewel.png,cowcrystal.png,1,congruent,incongruent,NA,NA,1,1858,0.158553017,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/cowjewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/cowcrystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatetap.mp3?raw=true
C,25,Training,51,Tom tapped the fox with the jewel,tapped,fox,jewel,Sentence,1,Inst,3,tomfoxjewel_nopauses.mp3,tomfoxjewelinstleft.png,tomfoxjewelmodright.png,tomfoxjewelmodright.png,tomfoxjewelinstleft.png,2,mod,inst,R,L,595,2706,0.16590772,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfoxjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfoxjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfoxjewel_nopauses.mp3?raw=true
C,26,Training,51,Which toy did Tom tap?,tapped,NA,NA,Question_Incongruent,1,Inst,,whichtoytomtap.mp3,foxjewel.png,foxcrystal.png,foxcrystal.png,foxjewel.png,2,incongruent,congruent,NA,NA,1,1881,0.16590772,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/foxcrystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/foxjewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoytomtap.mp3?raw=true
C,27,Training,12,Kate covered the hawk with the feather,covered,hawk,feather,Sentence,1,Inst,12,katehawkfeather_nopauses.mp3,katehawkfeatherinstright.png,katehawkfeathermodleft.png,katehawkfeatherinstright.png,katehawkfeathermodleft.png,1,inst,mod,L,R,349,2591,0.179126137,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkfeatherinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkfeathermodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkfeather_nopauses.mp3?raw=true
C,28,Training,12,"Which toy did Kate cover? 	",covered,NA,NA,Question_Incongruent,1,Inst,,whichtoykatecover.mp3,hawkfeather.png,hawkgrass.png,hawkgrass.png,hawkfeather.png,2,incongruent,congruent,NA,NA,1,2078,0.179126137,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/hawkgrass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/hawkfeather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatecover.mp3?raw=true
C,29,Training,36,Kate knocked on the hawk with the pan,knocked on,hawk,pan,Sentence,1,Inst,12,katehawkpan_nopauses.mp3,katehawkpaninstright.png,katehawkpanmodleft.png,katehawkpaninstright.png,katehawkpanmodleft.png,1,inst,mod,L,R,443,2751,0.193435343,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkpaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkpanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkpan_nopauses.mp3?raw=true
C,30,Training,36,Which toy did Kate knock on?,knocked on,NA,NA,Question_Incongruent,1,Inst,,whichtoykateknockon.mp3,hawkpan.png,hawkwateringcan.png,hawkwateringcan.png,hawkpan.png,2,incongruent,congruent,NA,NA,1,2055,0.193435343,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/hawkwateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/hawkpan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykateknockon.mp3?raw=true
C,31,Training,40,Kate hammered the lion with the tape,hammered,lion,tape,Sentence,1,Inst,4,kateliontape_nopauses.mp3,kateliontapeinstleft.png,kateliontapemodright.png,kateliontapemodright.png,kateliontapeinstleft.png,2,mod,inst,R,L,376,2652,0.196159467,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kateliontapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kateliontapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kateliontape_nopauses.mp3?raw=true
C,32,Training,40,Which toy did Kate hammer?,hammered,NA,NA,Question_Incongruent,1,Inst,,whichtoykatehammer.mp3,liontape.png,lionstickynote.png,lionstickynote.png,liontape.png,2,incongruent,congruent,NA,NA,1,2067,0.196159467,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/lionstickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/liontape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatehammer.mp3?raw=true
C,33,Training,21,Tom hit the whale with the pillow,hit,whale,pillow,Sentence,1,Inst,9,tomwhalepillow_nopauses.mp3,tomwhalepillowinstright.png,tomwhalepillowmodleft.png,tomwhalepillowinstright.png,tomwhalepillowmodleft.png,1,inst,mod,L,R,529,2376,0.196863676,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomwhalepillowinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomwhalepillowmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomwhalepillow_nopauses.mp3?raw=true
C,34,Training,21,Which toy did Tom hit? ,hit,NA,NA,Question_Incongruent,1,Inst,,whichtoytomhit.mp3,whalepillow.png,whaleleaf.png,whalepillow.png,whaleleaf.png,1,congruent,incongruent,NA,NA,1,1846,0.196863676,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/whalepillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/whaleleaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoytomhit.mp3?raw=true
C,35,Training,27,Tom knocked on the fox with the watering can,knocked on,fox,watering can,Sentence,1,Inst,3,tomfoxwateringcan_nopauses.mp3,tomfoxwateringcaninstleft.png,tomfoxwateringcanmodright.png,tomfoxwateringcanmodright.png,tomfoxwateringcaninstleft.png,2,mod,inst,R,L,543,3655,0.225974685,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfoxwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfoxwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfoxwateringcan_nopauses.mp3?raw=true
C,36,Training,27,Which toy did Tom knock on?,knocked on,NA,NA,Question_Incongruent,1,Inst,,whichtoytomknockon.mp3,foxwateringcan.png,foxpan.png,foxpan.png,foxwateringcan.png,2,incongruent,congruent,NA,NA,1,2067,0.225974685,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/foxpan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/foxwateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoytomknockon.mp3?raw=true
C,37,Training,68,Kate scratched the girl with the chopsticks,scratched,girl,chopsticks,Sentence,1,Inst,8,kategirlchopsticks_nopauses.mp3,kategirlchopsticksinstleft.png,kategirlchopsticksmodright.png,kategirlchopsticksmodright.png,kategirlchopsticksinstleft.png,2,mod,inst,R,L,378,3203,0.240718302,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategirlchopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategirlchopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategirlchopsticks_nopauses.mp3?raw=true
C,38,Training,68,Which toy did Kate scratch?,scratched,NA,NA,Question_Incongruent,1,Inst,,whichtoykatescratch.mp3,girlchopsticks.png,girlstick.png,girlstick.png,girlchopsticks.png,2,incongruent,congruent,NA,NA,1,1985,0.240718302,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/girlstick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/girlchopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatescratch.mp3?raw=true
C,39,Training,13,Tom hit the dolphin with the leaf,hit,dolphin,leaf,Sentence,1,Inst,1,tomdolphinleaf_nopauses.mp3,tomdolphinleafinstright.png,tomdolphinleafmodleft.png,tomdolphinleafinstright.png,tomdolphinleafmodleft.png,1,inst,mod,L,R,509,2474,0.253018331,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomdolphinleafinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomdolphinleafmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomdolphinleaf_nopauses.mp3?raw=true
C,40,Training,13,Which toy did Tom hit? ,hit,NA,NA,Question_Incongruent,1,Inst,,whichtoytomhit.mp3,dolphinleaf.png,dolphinpillow.png,dolphinleaf.png,dolphinpillow.png,1,congruent,incongruent,NA,NA,1,1846,0.253018331,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/dolphinleaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/dolphinpillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoytomhit.mp3?raw=true
C,41,Training,10,Kate covered the gorilla with the feather,covered,gorilla,feather,Sentence,1,Inst,10,kategorillafeather_nopauses.mp3,kategorillafeatherinstright.png,kategorillafeathermodleft.png,kategorillafeatherinstright.png,kategorillafeathermodleft.png,1,inst,mod,L,R,405,2763,0.262639693,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillafeatherinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillafeathermodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillafeather_nopauses.mp3?raw=true
C,42,Training,10,Which toy did Kate cover? ,covered,NA,NA,Question_Incongruent,1,Inst,,whichtoykatecover.mp3,gorillafeather.png,gorillagrass.png,gorillafeather.png,gorillagrass.png,1,congruent,incongruent,NA,NA,1,2078,0.262639693,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/gorillafeather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/gorillagrass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatecover.mp3?raw=true
C,43,Training,53,Tom tapped the frog with the jewel,tapped,frog,jewel,Sentence,1,Inst,5,tomfrogjewel_nopauses.mp3,tomfrogjewelinstleft.png,tomfrogjewelmodright.png,tomfrogjewelmodright.png,tomfrogjewelinstleft.png,2,mod,inst,R,L,544,2669,0.265400104,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfrogjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfrogjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogjewel_nopauses.mp3?raw=true
